review,name,location,stars
"hursday is chicken pot pie day ($2.99) at KFC.  Instead of getting the pie, I had a BOGO coupon for 2 pc. boneless chicken, with one side, one b-b-b-biscuit (LOL) and a medium drink for $4.99.  Coupon had an expiration date of 5/12/2013.  

I ordered one of these meals for myself and received a free one for somebody, anybody who wouldn't mind having a free lunch, even though it was not an extravagant meal coming from an expensive restaurant.  It's not Chicken Soup to feed the soul, but a chicken meal to feed it.

Today was a good day for me.  A homeless woman came in, wanted one piece of chicken, but did not have enough money in her paper cup to pay for it.  She went back outside and sat on the sidewalk to see if anybody would drop some loose change in her cup.  Voila, this is the woman who was the recipient of a free lunch.  She thanked me and told me to have a nice rest of the day.

While I was walking by Brenda's Soul Food to head back to work, the late JB was in the house...song of the day - ""Shake Yo Money Maker"" - hey, hey - ya know me - I had to shake my rump to that funk and I didn't care people were lookin' cuz I know how to have a ""funky good time"".  Naw, I did not ""bend over and shake that tail feather"" all the way down Polk to Turk...LOL.

How was the boneless chicken?  Hey, it wasn't that bad...actually the employees at this KFC hooked this sistah up with two humongous pieces of boneless chicken and I enjoyed it with my honey (packets, not the honeydew(do) I have at home).

Yep, today was a good day in San Fran at KFC, my knowing that a total stranger got a free lunch and was grateful to receive a chicken meal to feed her soul from a stranger - me.","Carol C.
","Alameda, CA",3
"This is the closest KFC to my office.  It's not often that I have KFC for lunch, but I had a coupon for a chicken pot pie for a price of $3.49.  Lo and behold, I got to KFC and I lucked out.  I did not have to use the coupon after all because the special for Thursday was chicken pot pie for $2.99...yay.    

A few weeks ago, it was a BOGO coupon for the chicken bites, a side and a drink for $3.99.  I took advantage of this special and provided my friend, Christina (homeless woman) at the Civic Center BART with a meal to tide her over for the morning.  The bites were meh, they didn't look like what was advertised and they were somewhat scrawny looking - 2.0  However, I did enjoy the cole slaw and raspberry tea that came along with the meal.  Christina was grateful for her dinner, which I included a soft bagel roll w/butter and 2 pieces of chocolate candy for dessert.

KFC's chicken pot pie is something that I haven't had for over 10 years.  I didn't know they still prepare those pies.  This time around, the pie was smaller.  Yep, they downsized it, but for a little over $5.00 (medium raspberry tea included) for lunch I am not complaining.  The pie was piping hot and just a tad too salty, but still edible.  The proportion of pieces of spicy chicken, carrots, potatoes and peas were just right.  The crust was baked to a perfect golden brown all around.  Chicken pot pie, cole slaw and raspberry tea are the only things I order from KFC; forget all the other items.    

Finally, of all the people standing in line and/or waiting for their order, hardly any of them ordered chicken pot pie and I figured out why.  It takes the employees a while to fill that order.  I was waiting longer than some of the people who ordered their items after me.  Again, I am not complaining.  I figure what's worth waiting is worth getting, and such is the case with the chicken pot pie...lol.","Carol C.
","Alameda, CA",3
"this place is always disgusting, bad vibes, concerning in hygiene!! food always off and orders aren't always correct. place really sucks",Axnthony S.,"
The East Side, South San Francisco, CA",1
"Service was good last time I went. I came in with a coupon and the cashier gave me an even better deal than the one on the coupon.

It's not KFC's fault, but there was a homeless man in line in front of me who smelled like piss and could barely stand up. If dogs aren't allowed in food establishments for health reasons, this man certainly shouldn't have been allowed. Spending $5 on fried chicken and soda when you're literally living in the streets and there's free food for the homeless throughout SF? Reinforces the idea that there's no such thing as poor people, just poor money choices.

Luckily, he was the exception, and the slow line contained a decent proportion of normal people to drugged out/crazy homeless people. Almost 1:1! Thank goodness. Gentrification can't come fast enough to this location."," 
Diane Y.
","San Francisco, CA",3
"You're not reading this review to learn about the food. Good, because I'm not writing it about the food.

This location needs security. Bouncers. To keep people out who can't read and/or can't pay. And people who are obviously on drugs. Or hallucinating. Or who have recently urinated on themselves or slept or sat in urine. Because none of that is very palatable for the decent, paying customer, now is it?"," 
Diane Y.
","San Francisco, CA",2
"Every single person in line got 5 STAR
service from Chrissy who was taking orders
with such customer respect and patients.

Give this girl a big fat raise!!!!","Kayla V.
","San Francisco, CA",5
The last time that I went to KFC I got chicken that has blood by the bone and everybody knows that that could get you sick they need to make the temperature higher to be able to cook the whole thing,"David D.
","San Francisco, CA",1
"This has to be the worst KFC in the entire city and by far the worst chicken I've ever eaten. I've been to several other KFCs in the city but decided to give this one a try since it's now closest to my apt. Big mistake!

First, they forgot to give us a small wedges we ordered but we didn't want to go back. We got 20 hot wings, which were extremely dry and the batter was disgusting like it had been reheated or refried 10x. We also got the 4pc grilled chicken which was also dry and tasteless. Their corn also isn't on a stick like other KFCs, just wrapped in foil.

Can't forget to mention the drug dealing that goes on in their 2 car parking space area. If you're craving KFC, DO NOT, I repeat, DO NOT GO TO THIS ONE! Go a little further to another one and thank me later."," 
S L.
","San Francisco, CA",1
Really good customer service I come here all the time and i never have a problem besides the obvious (people in the neighborhood and the people begging for money in front). Other then that the food is always hot and fresh. I really appreciate the customer service," 
Sarai M.","
San Francisco, CA",5
This is just terrible - I think that they cleaned their fryer and didn't rinse it out well because the chicken smelled and tasted like that strong blue bathroom floor cleaner you smell in public restrooms. Left a weird soapy aftertaste. Are they trying to poison us? Wtf... I mean I know it's the TL but come on...,Blair B.,"
Los Angeles, CA",1
